FECHA;ORIGEN;DESTINO;DISTANCIA DESTINO;CONSUMO ACPM DESTINO e;ODOM INICIAL;ODOM FINAL;DISTANCIA RECORRIDA;AUDITORIA DISTANCIA;CANTIDAD CARGADA;CANTIDAD DESCARGADA;DIFERENCIA;TIEMPO DE CARGUE;TIEMPO MUERTO;TIEMPO EN EL VIAJE;HORAS MOTOR;DIAS DE VIAJE;COSTO MANO DE OBRA;PEAJES RUTA;VALOR PEAJES;CONSUMO ACPM;COSTO ACPM;ALOJAM.;MANUTENC.;IMPREVISTOS;MANTENIMIENTO;DIVERSOS;FLETE 
3-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;3726;4888;1162; -   ;33.280;33.360;-80;1:59:00;0:45;24:00:00;28:56:29;1;$ 122.978;12;408.400;130;1.043.301;22.950;46.800; -   ;82.916;8.000;$ 122
3-mar;B/BERMEJA;MONTERREY;1528;253;502455;503913;1458; -   ;32.900;32.900; -   ;1:27:00;1:40;0:00:00;42:12:00;3;$ 368.934;22;1.186.800;244;2.152.494;45.900;61.200; -   ; -   ;20.000;$ 189
3-mar;B/BERMEJA;TANGUA;2204;356;958632;960907;2275; Revisar Km. ;32.970;33.120;-150;2:20:00;1:45;46:20:00;60:00:13;8;$ 983.824;26;998.200;360;3.314.103;183.600;163.200; -   ;245.000;110.000;$ 275
3-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;127836;128641;805; -   ;33.130;31.420;1.710;1:46:00;0:30;14:00:00;28:24:49;2;$ 245.956;12;408.400;146;1.280.070;45.900;40.800; -   ;37.000;34.000;$ 122
3-mar;B/BERMEJA;MOSQUERA;850;144; ccfd;329963;#­VALOR!;#­VALOR!;33.720;33.880;-160;0:50:00;2:40;21:30:00;29:06:32;2;$ 245.956;9;476.800;147;1.288.590;45.900;47.600; -   ;30.000;20.000; $ - 
4-mar;B/BERMEJA;BOGOTA;944;141;1642;2173;531; -   ;33.480;33.630;-150;0:46:00;0:54;21:45:00;31:42:23;2;$ 245.956;9;464.300;143;1.252.695;45.900;47.600; -   ;65.370; -   ;$ 125
4-mar;B/BERMEJA;MOSQUERA;850;144;3110;3563;453; -   ;33.620;33.880;-260;1:00:00;0:40;24:50:00;16:41:32;1;$ 122.978;9;476.800;158;1.032.976;22.950;40.800; -   ;12.000;24.000;$ 120
4-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;287143-3;288127-1;984; -   ;34.000;34.020;-20;0:45:00;1:30;22:40:00;26:14:36;2;$ 245.956;12;408.400;148;1.304.937;45.900;47.600; -   ; -   ;20.000;$ 122
5-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;3497;4677;1180; -   ;32.880;33.020;-140;0:46:00;1:06;19:30:00;30:09:51;2;$ 245.956;12;408.400;132;989.665;45.900;61.200; -   ; -   ;30.000;$ 122
6-mar;B/BERMEJA;BOGOTA;944;141;582828;583733;905; -   ;27.670;27.710;-40;19:10:00;0:30;23:50:00;35:25:52;3;$ 368.934;10;460.400;141;1.239.809;80.900;61.200; -   ; -   ;60.000; $ - 
6-mar;B/BERMEJA;MOSQUERA;850;144;930598;931543;945; Revisar Km. ;27.480;25.250;2.230;6:20:00;1:00;12:20:00;43:01:38;5;$ 614.890;12;509.400;158;1.389.859;114.750;115.600; -   ;182.000;121.000; $ - 
6-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;931543;932806;1263; -   ;32.000;32.000; -   ;2:45:00;0:30;19:15:00;28:33:50;3;$ 368.934;12;432.000; -   ; -   ;68.850;20.400; -   ;747.000;20.000;$ 122
6-mar;B/BERMEJA;ARAUCA-CALDAS;1094;160;885647;886623;976; -   ;33.200;33.200; -   ;0:42:00;0:28;28:40:00;34:07:00;2;$ 245.956;8;333.300; -   ; -   ;45.900;61.200; -   ;20.000;10.000;$ 143
7-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;2173;2915;742; -   ;33.130;33.330;-200;0:51:00;0:39;22:35:00;34:50:03;2;$ 245.956;12;408.400;132;1.055.046;45.900;54.400; -   ;62.000;20.000;$ 122
7-mar;B/BERMEJA;B/MANGA;440;73;567528;567758;230; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;7:46:41;4;$ 491.912;3;61.400; -   ; -   ;68.850;81.600; -   ; -   ;49.000; $ - 
7-mar;CARTAGENA;B/BERMEJA;N/A;0;903710;905116;1406;#­VALOR!;34.890;34.890; -   ;0:00:00;0:00;0:00:00;16:29:24;1;$ 122.978;18;588.800; -   ; -   ;45.900;47.600; -   ;130.000;13.000; $ - 
7-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;4888;6054;1166; -   ;33.300;33.410;-110;4:10:00;4:30;25:15:00;38:46:47;2;$ 245.956;12;408.400;128;1.023.964;45.900;47.600; -   ;38.000;38.000;$ 122
7-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;4677;5845;1168; -   ;33.160;33.330;-170;0:47:00;0:40;17:25:00;27:14:30;2;$ 245.956;12;408.400;124;995.373;45.900;40.800; -   ; -   ;20.000;$ 120
8-mar;B/BERMEJA;TANGUA;2204;356;959925;962205;2280; Revisar Km. ;33.620;33.660;-40;2:05:00;0:23;49:10:00;58:03:46;4;$ 491.912;26;998.200;205;1.737.705;91.800;95.200; -   ;172.000;50.000;$ 275
8-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;3963;5132;1169; -   ;33.330;33.380;-50;0:46:00;0:40;18:40:00;28:36:12;2;$ 245.956;12;408.400;119;952.006;45.900;47.600; -   ;28.000;40.000;$ 122
9-mar;B/BERMEJA;VALLEDUPAR;942;136;2915;3512;597; -   ;33.310;33.210;100;1:20:00;0:50;11:40:00;34:27:35;2;$ 245.956;10;342.400;103;827.964;22.950;61.200; -   ;14.000;10.000;$ 110
9-mar;B/BERMEJA;TANGUA;2204;356;930726;933059;2333; Revisar Km. ;33.500;33.500; -   ;0:45:00;0:38;49:30:00;56:32:07;4;$ 491.912;28;1.148.900;282;2.306.287;91.800;81.600; -   ;10.000;40.000;$ 275
9-mar;B/BERMEJA;SAN JERONIMO;780;120;329963;330742;779; -   ;25.200;25.260;-60;2:20:00;0:50;23:20:00;23:31:05;2;$ 245.956;10;426.800; -   ; -   ;45.900;40.800; -   ; -   ;20.000;$ 122
9-mar;B/BERMEJA;MOSQUERA;850;144;583734;584588;854; -   ;18.130;14.760;3.370;3:46:00;0:26;0:00:00;33:58:32;2;$ 245.956;9;427.300;124;1.084.332;57.950;47.600; -   ;40.000;66.000; $ - 
9-mar;B/BERMEJA;ARROYO DE PIEDRA;1340;170;932806;934178;1372; -   ;33.000;33.000; -   ;0:49:00;0:31;21:00:00;29:50:32;2;$ 245.956;18;630.200;103;905.370;45.900;61.200; -   ; -   ;10.000;$ 135
9-mar;B/BERMEJA;VILLAVICENCIO;0;0;2187;2995;808; Revisar Km. ;32.810;32.810; -   ;0:50:00;1:05;35:00:00;26:04:33;5;$ 614.890;8;506.700; -   ; -   ;91.800;74.800; -   ;69.300;88.000;$ 175
9-mar;B/BERMEJA;MOSQUERA;850;144;813043;813924;881; -   ;21.650;18.990;2.660;3:28:00;0:50;23:20:00;33:21:18;2;$ 245.956;9;476.800; -   ; -   ;35.000;54.400; -   ;39.000;76.000; $ - 
9-mar;B/BERMEJA;ARAUCA-CALDAS;1094;160;6054;6985;931; -   ;33.390;33.390; -   ;0:57:00;2:40;0:00:00;29:13:03;1;$ 122.978;8;333.300;141;1.234.918;22.950;40.800; -   ;25.000; -   ;$ 143
10-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;5132;6301;1169; -   ;33.550;33.550; -   ;1:30:00;0:30;0:00:00;31:07:09;2;$ 245.956;12;408.400;121;968.756;45.900;54.400; -   ; -   ;20.000;$ 122
14-mar;B/BERMEJA;TANGUA;2204;356;905132;907535;2403; Revisar Km. ;34.130;34.250;-120;0:48:00;0:45;51:00:00;62:30:05;5;$ 614.890;28;1.067.700;349;3.248.204;114.750;108.800; -   ;32.000;66.000;$ 275
14-mar;CARTAGENA;B/BERMEJA;N/A;0;6985;8337;1352;#­VALOR!;34.760;34.760; -   ;0:00:00;0:00;0:00:00;35:50:11;3;$ 368.934;18;588.800;150;1.298.997;68.850;81.600; -   ; -   ;76.000; $ - 
14-mar;B/BERMEJA;BOGOTA;944;141;813924;814884;960; -   ;33.000;33.000;;2:35:00;0:55;0:00:00;26:04:13;3;$ 368.934;10;497.500;98;860.440;45.900;68.000; -   ;24.000;60.000;$ 125
15-mar;B/BERMEJA;B/MANGA;440;73;;;0; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;3:38:03;1;$ 122.978;2;41.200;48;416.826; -   ;13.600; -   ; -   ;28.000; $ - 
15-mar;B/BERMEJA;VALLEDUPAR;942;136;7955;8899;944; -   ;33.110;33.110;;0:47:00;1:58;22:10:00;10:24:23;3;$ 368.934;10;364.400;96;838.365;137.700;115.600; -   ; -   ;116.000;$ 110
16-mar;B/BERMEJA;PUERTO COLOMBIA;0;0;568574;569928;1354; Revisar Km. ;21.120;15.360;5.760;1:20:00;1:10;14:30:00;33:57:19;2;$ 245.956;17;644.500;140;1.212.397;45.900;68.000; -   ; -   ;58.000;$ 120
16-mar;B/BERMEJA;CALI;0;0;935184;;-935184; -   ; -   ; -   ; -   ;0:00:00;0:00;0:00:00;31:54:27;3;$ 368.934;;726.500;205;1.799.900;68.850;74.800; -   ;185.789;64.000; $ - 
16-mar;B/MANGA;B/BERMEJA;N/A;0;7011;8372;1361;#­VALOR!; -   ; -   ; -   ;0:00:00;0:00;0:00:00;34:09:36;3;$ 368.934;20;726.500;96;830.020;68.850;68.000; -   ; -   ;50.000; $ - 
17-mar;B/BERMEJA;CUCUTA;834;138;331957;332891;934; Revisar Km. ;32.910;32.910;;6:15:00;1:00;37:20:00;29:32:26;3;$ 368.934;10;330.200;118;1.021.880;68.850;68.000; -   ;530.000;20.000;$ 135
18-mar;B/BERMEJA;MOSQUERA;850;144;585497;586351;854; -   ;27.700;23.310;4.390;15:30;1:00;11:40:00;38:02:32;2;$ 245.956;9;427.300;130;1.125.139;57.950;47.600; -   ; -   ;40.000; $ - 
18-mar;B/BERMEJA;MOSQUERA;850;144;8337;9164;827; -   ;33.550;33.550; -   ;1:48:00;1:15;18:30:00;24:39:39;2;$ 245.956;9;476.800;125;1.079.208;45.900;40.800; -   ;65.199;18.000;$ 120
19-mar;B/BERMEJA;MANIZALES;968;168;8372;9307;935; -   ;33.380;33.380; -   ;0:50:00;0:50;25:20:00;33:54:33;3;$ 368.934;8;333.300;133;1.150.838;45.900;54.400; -   ;35.700;43.800;$ 143
19-mar;B/BERMEJA;SAN JERONIMO;780;120;4229;4762;533; -   ;33.110;33.110; -   ;0:50:00;0:40;21:00:00;13:47:29;6;$ 737.868;10;402.900;109;940.676;45.900;156.400; -   ;45.000;20.000;$ 122
20-mar;B/BERMEJA;PUERTO COLOMBIA;0;0;586353;587625;1272; Revisar Km. ;31.360;30.860;500;0:48:00;1:27;20:40:00;29:43:18;2;$ 245.956;17;735.100;135;1.168.673;45.900;47.600; -   ; -   ;20.000;$ 120
22-mar;B/BERMEJA;ARAUCA-CALDAS;1094;160;8899;9822;923; -   ;33.200;33.200; -   ;0:47:00;1:27;25:00:00;28:06:37;2;$ 245.956;10;484.000;137;1.114.667;45.900;47.600; -   ; -   ;58.800;$ 143
23-mar;B/BERMEJA;CARTAGENA;1338;160;332891;334803;1912; Revisar Km. ;33.500;32.970;530;0:00:00;0:00;0:00:00;63:42:13;7;$ 860.846;13;430.300;329;2.792.984;45.900;27.200; -   ; -   ;27.000;$ 135
24-mar;B/BERMEJA;MUTATA;1120;160;9307;10369;1062; -   ;34.150;34.150; -   ;0:47:00;2:03;23:15:00;37:19:19;3;$ 368.934;10;402.900;162;1.266.804;68.850;61.200; -   ;69.600;44.000;$ 175
25-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;7664;8829;1165; -   ;33.160;33.170;-10;0:45:00;1:05;14:45:00;25:38:22;2;$ 245.956;12;408.400;122;984.152;45.900;47.600; -   ; -   ;55.000;$ 122
25-mar;B/BERMEJA;TANGUA;2204;356;569930;572308;2378; Revisar Km. ;33.370;33.500;-130;0:50:00;1:30;55:00:00;53:47:57;7;$ 860.846;27;1.112.800; -   ;4.047.549;160.650;142.800; -   ;31.000;129.000;$ 275
25-mar;B/BERMEJA;CARTAGENA;1338;160;907564;909528;1964; Revisar Km. ;34.010;33.190;820;0:00:00;0:00;0:00:00;62:23:15;9;$ 1.106.802;16;625.900;307;2.679.032;45.900;61.200; -   ;250.000;83.000;$ 135
25-mar;B/BERMEJA;CARTAGENA;1338;160;963500;965438;1938; Revisar Km. ;33.473;33.473; -   ;0:00:00;0:00;0:00:00;57:57:37;10;$ 1.229.780;11;351.200;330;2.834.203;22.950;61.200; -   ;94.000;46.000;$ 135
25-mar;B/BERMEJA;CARTAGENA;1338;160;506234;508180;1946; Revisar Km. ;33.438;33.230;208;0:00:00;0:00;0:00:00;60:39:56;9;$ 1.106.802;17;571.100;287;2.514.301;45.900;54.400; -   ;110.000;35.000;$ 135
26-mar;B/BERMEJA;CARTAGENA;1338;160;933141;935003;1862; Revisar Km. ;33.949;33.950;-1;0:00:00;0:00;0:00:00;60:54:45;9;$ 1.106.802;17;633.600;245;2.134.806;45.900;54.900; -   ;80.000;10.000;$ 135
26-mar;B/BERMEJA;CARTAGENA;1338;160;964557;966450;1893; Revisar Km. ;32.982;33.060;-78;0:00:00;0:00;0:00:00;16:47:15;1;$ 122.978;14;448.000;347;2.987.922;45.900;41.328; -   ;185.000;67.000;$ 135
26-mar;B/BERMEJA;TANGUA;2204;356;9164;11369;2205; -   ;33.050;33.070;-20;0:48:00;0:57;49:30:00;60:44:08;7;$ 860.846;23;894.900;322;2.847.788;160.650;149.600; -   ; -   ;38.000;$ 275
27-mar;B/BERMEJA;CARTAGENA;1338;160;936593;938502;1909; Revisar Km. ;33.390;33.480;-90;0:00:00;0:00;0:00:00;67:40:10;9;$ 1.106.802;;404.300;308; -   ;22.950;34.000; -   ;463.000;132.000;$ 135
27-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;10369;11537;1168; -   ;34.400;34.340;60;1:45:00;0:40;24:30:00;27:06:36;3;$ 368.934;0;0;117;873.801;68.850;61.200; -   ; -   ;32.000;$ 122
28-mar;B/BERMEJA;CARTAGENA;1338;160;9874;11188;1314; -   ;33.004;33.170;-166;0:00:00;0:00;0:00:00;28:27:49;2;$ 245.956;0;0;138;1.036.057;45.900;61.200; -   ; -   ;20.000;$ 135
30-mar;B/BERMEJA;CARTAGENA;1338;160;572323;573742;1419; Revisar Km. ;33.014;33.170;-156;0:00:00;0:00;0:00:00;25:09:27;2;$ 245.956;0;0;55;410.795;45.900;61.200; -   ;33.000;35.000;$ 135
30-mar;B/BERMEJA;CARTAGENA;1338;160;8829;10151;1322; -   ;33.010;33.170;-160;0:00:00;0:00;0:00:00;28:57:45;2;$ 245.956;3;146.400;137;1.025.316;45.900;61.200; -   ;17.000;20.000;$ 135
30-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;11369;12535;1166; -   ;33.610;33.550;60;1:10:00;0:50;26:10:00;25:19:23;3;$ 368.934;0;0;136;1.058.208;92.950;74.800; -   ;28.000;22.000;$ 122
30-mar;B/BERMEJA;CARTAGENA;1338;160;965491;966833;1342; -   ;33.650;33.400;250;0:00:00;0:00;0:00:00;29:43:12;2;$ 245.956;0;0;112;868.000;95.000;61.200; -   ;360.000;20.000;$ 135
30-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;1070759;1071975;1216; -   ;33.350;32.890;460;0:51:00;0:24;24:10:00;25:01:06;4;$ 491.912;0;0;102;780.162;115.900;88.400; -   ; -   ;32.000;$ 122
31-mar;B/BERMEJA;CARTAGENA;1338;160;909530;910914;1384; Revisar Km. ;34.220;34.360;-140;0:00:00;0:00;0:00:00;28:18:31;2;$ 245.956;0;0;100;775.000;76.000;26.600; -   ; -   ;20.000;$ 135
31-mar;B/BERMEJA;CARTAGENA;1338;160;11537;12851;1314; -   ;34.610;34.720;-110;0:00:00;0:00;0:00:00;27:54:44;2;$ 245.956;0;0;136;1.051.465;60.950;54.400; -   ;45.000;20.000;$ 135
31-mar;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;508187;509928;1741; Revisar Km. ;33.380;32.920;460;0:51:00;0:40;24:10:00;28:44:32;3;$ 368.934;0;0;130;862.328;92.950;68.000; -   ; -   ;34.000;$ 122
31-mar;B/BERMEJA;BOGOTA;944;141;587625;588563;938; -   ;32.000;32.000; -   ;11:34:00;12:50;20:50:00;19:50:34;2;$ 245.956;3;167.400;139;1.080.218;80.900;61.200; -   ;30.000;55.000;$ 128
31-mar;B/BERMEJA;BOGOTA;944;141;132037;132679;642; -   ;33.850;33.850; -   ;6:00:00;0:50;11:30:00;25:00:56;3;$ 368.934;0;0;90;675.500;70.000;47.600; -   ;413.300;20.000;$ 128
1-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;935045;936242;1197; -   ;34.140;34.180;-40;2:15:00;0:55;26:30:00;27:24:15;5;$ 614.890;0;0;79;590.051;114.750;102.000; -   ; -   ;10.000;$ 122
1-abr;B/BERMEJA;CARTAGENA;1338;160;11201;12514;1313; -   ;32.938;33.030;-92;0:00:00;0:00;0:00:00;29:06:46;2;$ 245.956;0;0;140;1.085.007;45.900;61.200; -   ; -   ;20.000;$ 135
2-abr;B/BERMEJA;CARTAGENA;1338;160;588581;589929;1348; -   ;32.460;32.790;-330;0:00:00;0:00;0:00:00;27:44:03;2;$ 245.956;0;0; -   ; -   ;70.000;34.000; -   ;25.000;21.000;$ 135
3-abr;B/BERMEJA;TANGUA;2204;356;334803;337087-2;2284; Revisar Km. ;33.370;33.370; -   ;1:13:00;0:40;56:00:00;41:15:28;6;$ 737.868;0;0;351;279.786;144.750;149.600; -   ;60.000;100.000;$ 275
3-abr;B/BERMEJA;TANGUA;2204;356;889846;892186;2340; Revisar Km. ;33.580;33.580; -   ;2:23:00;0:55;56:00:00;58:46:25;5;$ 614.890;0;0;354;2.820.583;155.000;227.000; -   ;165.000;60.000;$ 275
4-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;12851;14019;1168; -   ;34.320;34.320; -   ;2:51:00;0:55;24:00:00;28:10:27;2;$ 245.956;0;0;129;964.407;45.900;61.200; -   ;31.000;24.500;$ 122
4-abr;B/BERMEJA;CARTAGENA;1338;160;132696;133604;908; -   ;32.962;33.100;-138;0:00:00;0:00;0:00:00;30:45:54;2;$ 245.956;0;0;155;1.201.249;73.000;54.400; -   ;15.000;20.000;$ 135
4-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;;967654;967654; Revisar Km. ;33.540;33.050;490;1:40:00;0:45;23:00:00;23:21:16;6;$ 737.868;0;0;44;328.636;421.400;196.000; -   ;241.000;56.000;$ 122
5-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;910930;912078;1148; -   ;34.530;34.530; -   ;2:15:00;0:45;27:00:00;29:09:09;2;$ 245.956;0;0;137;1.061.749;60.000;72.800; -   ;137.000;40.000;$ 122
5-abr;B/BERMEJA;CARTAGENA;1338;160;967654;969050;1396; Revisar Km. ;33.507;33.650;-143;0:00:00;0:00;0:00:00;31:28:44;3;$ 368.934;0;0;160;1.214.570;73.000;90.000; -   ;30.000;16.000;$ 135
6-abr;B/BERMEJA;CARTAGENA;1338;160;966262;937608;-28654; -   ;33.590;33.590; -   ;0:00:00;0:00;0:00:00;28:11:05;2;$ 245.956;0;0;171;1.326.557;45.900;54.400; -   ;28.000;44.000;$ 135
6-abr;B/BERMEJA;TANGUA;2204;356;573744;576109;2365; Revisar Km. ;32.640;32.640; -   ;1:35:00;0:35;52:20:00;49:27:09;6;$ 737.868;0;0;438;3.469.664;30.000; -   ; -   ;10.000;110.000;$ 275
6-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;966829;968065;1236; -   ;33.040;33.040; -   ;4:50:00;0:40;23:40:00;34:16:10;2;$ 245.956;0;0;376;2.912.643;70.000;120.000; -   ;90.000;40.000;$ 122
6-abr;B/BERMEJA;CARTAGENA;1338;160;12527;13841;1314; -   ;32.993;33.080;-87;0:00:00;0:00;0:00:00;27:13:38;2;$ 245.956;0;0;138;1.034.096;45.900;54.400; -   ;75.330;10.000;$ 135
6-abr;B/BERMEJA;TANGUA;2204;356;938502;940770;2268; Revisar Km. ;34.400;34.400; -   ;1:20:00;0:40;57:00:00;53:45:37;6;$ 737.868;0;0;354;2.824.872;236.999;311.000; -   ;123.000;90.000;$ 275
6-abr;B/BERMEJA;CARTAGENA;1338;160;10151;11474;1323; -   ;32.938;33.050;-112;0:00:00;0:00;0:00:00;28:38:01;2;$ 245.956;0;0;135;1.055.852;45.900;61.200; -   ; -   ;20.000;$ 135
6-abr;B/BERMEJA;CARTAGENA;1338;160;11474;12798;1324; -   ;32.963;33.090;-127;0:00:00;0:00;0:00:00;19:42:20;2;$ 245.956;0;0;135;1.009.942;45.900;61.200; -   ;70.002;20.000;$ 135
6-abr;B/BERMEJA;CARTAGENA;1338;160;509434;510805;1371; -   ;33.399;33.360;39;0:00:00;0:00;0:00:00;29:559:44;3;$ 368.934;0;0;180;1.394.999;95.000;93.000; -   ;173.000;50.000;$ 135
6-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;589929;591135;1206; -   ;32.510;32.510; -   ;2:10:00;0:30;25:00:00;32:18:45;2;$ 245.956;0;0;122;915.453;80.000;108.000; -   ; -   ;44.000;$ 122
6-abr;B/BERMEJA;TANGUA;2204;356;292383;294269;1886; -   ;32.000;32.000; -   ;1:10:00;1:00;53:00:00;52:29:00;7;$ 860.846;0;0;421;3.340.600;245.000;163.200; -   ;35.000;90.000;$ 275
6-abr;B/BERMEJA;BOGOTA;944;141;337087;338008;921; -   ;34.130;34.130; -   ;6:37:00;0:45;26:30:00;21:17:20;2;$ 245.956;0;0;119;922.250;45.900;47.600; -   ; -   ;40.000;$ 128
7-abr;B/BERMEJA;CARTAGENA;1338;160;829560;830798;1238; -   ;31.591;31.760;-169;0:00:00;0:00;0:00:00;26:47:45;2;$ 245.956;0;0;158;1.264.627;60.000;72.200; -   ;32.000;20.000;$ 135
7-abr;B/BERMEJA;CARTAGENA;1338;160;892187;893545;1358; -   ;32.470;32.510;-40;0:00:00;0:00;0:00:00;30:43:53;2;$ 245.956;0;0;143;1.075.152;55.000;61.200; -   ;95.000;44.000;$ 135
8-abr;B/BERMEJA;CARTAGENA;1338;160;937623;938973;1350; -   ;33.984;34.050;-66;0:00:00;0:00;0:00:00;27:19:35;2;$ 245.956;0;0;155;1.167.535;45.900;47.600; -   ; -   ;22.000;$ 135
8-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;912078;913313;1235; -   ;34.700;34.700; -   ;2:15:00;0:45;27:00:00;25:02:32;2;$ 245.956;0;0;146;1.101.714;65.000;54.400; -   ; -   ;22.000;$ 122
8-abr;B/BERMEJA;CARTAGENA;1338;160;13853;15169;1316; -   ;32.941;33.000;-59;11:10:00;1:20;28:15:00;30:23:24;2;$ 245.956;0;0;139;1.040.993;30.000;68.000; -   ;89.000;20.000;$ 135
8-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;14019;15187;1168; -   ;34.240;34.240; -   ;1:53:00;0:37;25:30:00;26:45:46;2;$ 245.956;0;0;121;908.835;45.900;68.000; -   ;87.000;20.000;$ 122
8-abr;B/BERMEJA;BOGOTA;944;141;969050;969271;221; -   ;32.620;32.620; -   ;8:20:00;0:50;49:30:00;9:26:40;1;$ 122.978;0;0;150;1.162.500; -   ;84.000; -   ; -   ;15.000;$ 128
11-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;338008;339227;1219; -   ;27.320;27.320; -   ;1:00:00;0:50;25:00:00;21:07.31;2;$ 245.956;0;0;136;1.025.619;60.000;54.400; -   ;134.000;32.000;$ 122
13-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;576126;577400;1274; -   ;33.420;33.420; -   ;0:50:00;0:50;22:00:00;21:48:37;3;$ 368.934;0;0;38;283.822;70.000;130.000; -   ; -   ;59.000;$ 122
13-abr;B/BERMEJA;CARTAGENA;1338;160;12798;14123;1325; -   ;32.967;33.070;-103;0:47:00;0:30;28:15:00;30:48:06;2;$ 245.956;0;0;134;1.006.092;45.900;61.200; -   ;114.000;42.000;$ 135
13-abr;B/BERMEJA;TANGUA;2204;356;12535;14717;2182; -   ;32.940;32.940; -   ;0:45:00;0:45;45:56:00;55:22:17;11;$ 1.352.758;0;0;309;1.472.735;330.000;300.000; -   ;158.267;139.900;$ 275
13-abr;B/BERMEJA;BOGOTA;944;141;940770;941677;907; -   ;33.780;33.780; -   ;6:20:00;1:00;21:30:00;22:15:51;2;$ 245.956;0;0;98;759.500;60.000;104.000; -   ;71.000;20.000;$ 128
13-abr;B/BERMEJA;TANGUA;2204;356;1071975;1074320;2345; Revisar Km. ;33.100;33.100; -   ;1:35:00;0:35;45:28:00;48:42:48;9;$ 1.106.802;0;0;436;3.457.440;245.000;315.000; -   ;43.000;72.000;$ 275
13-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;591135;592334;1199; -   ;30.960;30.960; -   ;2:10:00;0:30;25:00:00;26:55:28;2;$ 245.956;0;0;143;1.086.755;80.000;61.200; -   ; -   ;35.000;$ 122
13-abr;B/BERMEJA;BOGOTA;944;141;510835;511761;926; -   ;33.710;33.710; -   ;9:55:00;0:45;26:20:00;23:36:02;2;$ 245.956;0;0;155;1.201.250;30.000;86.000; -   ; -   ;51.000;$ 128
19-abr;B/BERMEJA;TANGUA;2204;356;294269;296116;1847; -   ;33.690;33.690; -   ;1:10:00;1:00;53:00:00;53:37:42;10;$ 1.229.780;0;0;360;2.977.483;430.000;195.000; -   ;70.000;290.000;$ 275
20-abr;B/BERMEJA;BOGOTA;944;141;577410;578373;963; -   ;33.540;33.610;-70;0:45:00;0:45;14:30:00;22:35:09;3;$ 368.934;0;0;160;1.239.999;80.000;120.000; -   ;30.000;40.000;$ 125
20-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;913328;915143;1815; Revisar Km. ;34.140;34.140; -   ;1:45:00;0:50;25:50:00;54:40:03;6;$ 737.868;0;0;453;3.400.702;90.000;91.200; -   ;113.000;30.000;$ 122
20-abr;B/BERMEJA;SAN JUAN NEPOMUCENO;1372;145;15187;16961;1774; Revisar Km. ;34.280;34.280; -   ;1:05:00;0:55;29:05:00;56:22:08;7;$ 860.846;0;0;201;1.511.217;80.900;81.600; -   ;57.000;39.000;$ 122
20-abr;B/BERMEJA;CARTAGENA;1338;160;14123;15228;1105; -   ;33.360;33.360; -   ;0:47:00;0:30;28:15:00;34:28:05;7;$ 860.846;0;0;155;1.252.117;22.950;40.800; -   ;550.000;35.000;$ 135
20-abr;B/BERMEJA;CARTAGENA;1338;160;339227;341036;1809; Revisar Km. ;32.990;33.290;-300;0:50:00;0:50;28:00:00;52:34:19;6;$ 737.868;0;0;458;3.448.544;60.000;54.400; -   ;88.000;77.000;$ 135
20-abr;B/BERMEJA;TANGUA;2204;356;968065;970352;2287; Revisar Km. ;33.680;33.680; -   ;3:13:00;0:45;71:10:00;67:37:06;12;$ 1.475.736;0;0;278;2.255.254;455.000;242.000;20.000;40.000;281.000;$ 275
